title,registration_number,price_manwon,model_year,first_registration_yyyymm,color,mileage_km
[현대] 신형 싼타페 2.0T GDi 2WD 프레스티지,134노7368,2350,2020,202002,흰색,91474
[현대] 더 뉴그랜저IG 가솔린 2.5 익스클루시브,286러4074,2350,2021,202011,검정,132911
[KG모빌리티(쌍용)] 토레스 1.5 GDI-T 2WD T7,227모3067,2040,2023,202212,흰색,75658
[현대] 더 뉴싼타페 디젤 2.2 2WD 익스클루시브,394더3019,2570,2022,202207,회색,82885
[제네시스] GV80 3.5 가솔린 AWD 기본형,387저2796,6150,2023,202303,흰색,75235
[르노(삼성)] XM3 1.6 GTe RE,330수5186,1450,2023,202308,흰색,58841
[쉐보레(대우)] 트랙스 크로스오버 1.2 가솔린 터보 액티브,289너6804,2350,2025,202404,회색,10963
[기아] 더 K9(RJ) 3.8 GDI AWD 플래티넘Ⅱ,107마7230,2350,2019,201901,미색,125702
[기아] 니로 플러스 어스,17부5484,2290,2023,202208,흰색,29716
[기아] 더 뉴봉고Ⅲ화물 1톤 LPG 킹캡 초장축 L,819머1076,1999,2024,202401,흰색,41870
[현대] 신형 싼타페 2.0T GDi 2WD 인스퍼레이션,41다4920,2650,2019,201810,흰색,66329
[제네시스] GV80 2.5 가솔린 AWD 기본형,379누8549,4990,2023,202306,흰색,112031
[현대] 그랜저HG HG 240 모던,68모9684,820,2016,201512,회색,133147
[기아] 올 뉴K7 2.4 GDi 리미티드,01거2700,990,2017,201705,회색,150199
[기아] 더 뉴카니발(YP) 9인승 디젤 프레스티지,332수6937,1850,2020,202004,미색,72948
[현대] 디 올뉴싼타페 가솔린 2.5 2WD 프레스티지,231오2276,3300,2024,202310,흰색,11213
[기아] 신형 K5 2.0 터보 노블레스 스페셜 SX,62나0792,1250,2016,201509,남색,105323
[현대] 더 뉴팰리세이드 2.2 디젤 AWD 캘리그래피,163루6813,4790,2023,202207,남색,37785
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3,15버2227,1430,2020,201907,흰색,34890
[르노(삼성)] QM3 LE,01버2564,530,2015,201410,미색,164134
[기아] 올 뉴카니발 하이리무진 디젤 9인 프레스티지,368모6044,1200,2016,201601,미색,273830
[기아] 올 뉴모닝(JA) 가솔린 디럭스,43라7288,750,2018,201801,베이지,103000
[현대] 포터II CRDi 일반캡 초장축 스타일,87소0216,1099,2017,201705,흰색,158905
[기아] 올 뉴카니발 11인승 디젤 디럭스,75두7810,630,2015,201408,미색,228182
[쉐보레(대우)] 더 뉴트랙스 1.4 터보 LT 코어 레드라인,43가1888,899,2019,201812,검정색,109061
[쉐보레(대우)] 더 뉴스파크 프리미어,07마4762,850,2019,201811,흰색,32996
[현대] 쏘나타(DN8) G2.0 프리미엄 패밀리,293모9554,1630,2020,201912,검정,119553
[현대] 더 뉴아이오닉 일렉트릭 N,17부6165,1900,2020,202009,회색,22529
[현대] 아이오닉 5 EV 2WD 롱레인지 프레스티지,17부5319,2800,2022,202111,회색,93770
[기아] EV6 롱 레인지 2WD 어스,17부6075,2800,2022,202110,검정,113237
[기아] 올 뉴카니발 하이리무진 디젤 7인승 프레지던트,15오0951,1550,2016,201603,검정,194500
[현대] 그랜드스타렉스 12인승 디젤 모던스페셜,77어9772,1380,2017,201703,회색,121847
[르노(삼성)] QM6 2.0 dCi 4WD RE,62조3518,880,2017,201705,흰색,183039
[현대] 더 뉴그랜저IG 하이브리드 2.4 HEV 르블랑,138조4597,2870,2023,202211,검정,95356
[르노(삼성)] QM6 2.0 dCi 2WD RE 시그니처,51마3656,1290,2019,201807,검정,96069
[현대] 제네시스DH G330 AWD 프리미엄,10우1459,1180,2015,201503,회색,113238
[기아] 더 K9(RJ) 3.8 GDI AWD 플래티넘Ⅲ,257라1115,2400,2020,202002,검정,142490
[쉐보레(대우)] 트랙스 크로스오버 1.2 가솔린 터보 LT 플러스,242더7003,2150,2024,202406,회색,6010
[기아] 더 뉴카니발(YP) 9인승 디젤 프레스티지,115보2863,1799,2019,201812,검정,96047
[현대] 올 뉴마이티 3.5톤,82두6774,2850,2018,201803,흰색,188050
[기아] EV6 롱 레인지 2WD 에어,17부6269,2900,2022,202201,검정색,127314
[현대] 더 올뉴투싼 1.6 터보 2WD 인스퍼레이션,114구3065,3120,2023,202401,흰색,14307
[현대] 더 뉴아반떼(CN7) 가솔린 1.6 인스퍼레이션,117더6531,2460,2024,202307,흰색,22319
[기아] 더 뉴봉고Ⅲ화물 1톤 킹캡 초장축 GL,83어4423,1650,2022,202107,흰색,43506
[기아] 더 K9(RJ) 3.8 GDI AWD 플래티넘Ⅱ,11가5561,2250,2019,201807,검정색,172556
[기아] 디 올뉴스포티지 2.0 디젤 2WD 노블레스,242수6447,2330,2022,202109,회색,115301
[기아] 봉고Ⅲ화물 CRDi 킹캡,96너0134,1099,2017,201702,"파랑(남색,곤색)",89631
[기아] 봉고Ⅲ화물 CRDi 더블캡 초장축,83러0344,899,2018,201801,흰색,195602
[기아] K3 1.6 GDI 디럭스,11수9586,470,2015,201506,미색,162400
[기아] 올 뉴쏘렌토 R2.0 2WD 노블레스,51모0620,1550,2016,201603,회색,108011
[제네시스] GV80 3.0 디젤 2WD 기본형,148마5736,3800,2021,202101,회색,128381
[기아] 더 뉴니로 1.6 GDI HEV 프레스티지,314머6221,1830,2021,202101,"파랑(남색,곤색)",92589
[현대] 아반떼AD 1.6 GDi 밸류 플러스,57구9741,890,2018,201807,흰색,157334
[기아] 더 뉴모닝 가솔린 디럭스,47라9862,550,2016,201504,미색,132780
[현대] 아반떼AD 1.6 GDi 스마트,38저0475,950,2016,201601,"파랑(남색,곤색)",104107
[현대] 더 올뉴투싼 1.6 터보 2WD 모던,384노9960,2370,2023,202212,회색,28437
[기아] 디 올뉴스포티지 1.6 가솔린 2WD 프레스티지,186노4272,2650,2023,202212,,
[기아] 스팅어 3.3 터보 AWD GT,02루9325,1890,2018,201707,검정색,133458
[기아] 더 뉴레이 1.0 가솔린 프레스티지,369수1536,980,2021,202011,검정,116258
[기아] 신형쏘렌토(MQ4) 2.5 가솔린 2WD 노블레스,287무4865,3390,2023,202301,검정,38237
[기아] 신형 카니발(KA4) 9인승 디젤 시그니처,148마5700,2830,2021,202012,검정,10078
[제네시스] G70 2.0T 엘리트,343조7533,2350,2020,202004,흰색,86136
[쉐보레(대우)] 볼트 EV 2WD 프리미어,17부6140,1790,2020,202105,검정,76164
[기아] 신형 K5(DL3) 2.0 LPI 렌터카 스탠다드,180저4610,1720,2021,202101,회색,88946
[현대] 디 올뉴싼타페 가솔린 2.5 AWD 캘리그래피,132버7077,4480,2024,202401,검정,10000
[기아] 더 뉴레이 1.0 가솔린 프레스티지,348구7857,1320,2021,202103,미색,50170
[기아] 더 뉴레이 1.0 가솔린 프레스티지 베스트셀렉션,290보7325,1190,2022,202205,흰색,109402
[현대] 포터II CRDi 4WD 더블캡 장축 스마트,87모6187,1490,2020,201912,청색,64837
[기아] 신형쏘렌토 하이브리드(MQ4) 1.6 HEV 4WD 프레스티지,330수5161,3300,2022,202111,회색,43912
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3,278구3503,1490,2022,202206,흰색,79163
[현대] 그랜드스타렉스 12인승 디젤 CVX 디럭스,71주8211,1180,2015,201501,회색,97520
[제네시스] G80 3.3 GDi AWD 럭셔리,27러5508,2060,2018,201706,회색,68708
[KG모빌리티(쌍용)] 토레스 1.5 GDI-T 2WD T7,322두8657,2190,2023,202304,초록(연두),51445
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 프레스티지,348주3356,3890,2024,202401,흰색,22780
[르노(삼성)] 뉴 SM7 노바 2.0 LPe 장애인,02누5010,550,2017,201702,회색,238464
[기아] 모닝 어반 1.0 가솔린 프레스티지,157가1765,1100,2021,202102,흰색,48956
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트,46오6024,1430,2019,201907,흰색,61587
[쉐보레(대우)] 더 넥스트 스파크 LT 플러스,53도8714,570,2016,201605,회색,115000
[제네시스] GV70 2.5T AWD 기본형,187부1125,4700,2023,202212,흰색,17192
[제네시스] GV70 2.5T AWD 기본형,379누8559,4700,2023,202212,흰색,16866
[기아] 더 뉴레이 1.0 가솔린 럭셔리,55루5942,950,2019,201901,흰색,120077
[기아] 올 뉴카니발 9인승 디젤 프레스티지,39부0298,1190,2015,201407,회색,139831
[현대] 스타리아 2.2 디젤 라운지 9인승 4WD 인스퍼레이션,314머6215,3590,2022,202108,검정색,117563
[기아] 셀토스 1.6 가솔린 2WD 시그니처,216러3139,1990,2022,202111,미색,81923
[기아] 더 뉴셀토스 1.6 가솔린 터보 2WD 프레스티지,347도4306,2199,2023,202210,미색,91083
[현대] 아반떼(CN7) 1.6 가솔린 스마트,194서3541,1580,2021,202109,흰색,86168
[쉐보레(대우)] 더 넥스트 스파크 LT 플러스,03서1818,550,2017,201705,회색,94746
[기아] 신형 K5(DL3) 2.0 가솔린 노블레스,344도7120,1990,2020,202002,회색,113953
[기아] 더 뉴셀토스 1.6 가솔린 터보 4WD 시그니처 그래비티,186서9935,3030,2024,202405,흰색,60995
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 어드벤처,88거2877,1290,2019,201807,회색,155213
[기아] 더 뉴봉고Ⅲ화물 1톤 4WD 킹캡 장축 GL,88마3817,2250,2021,202101,흰색,60131
[KG모빌리티(쌍용)] 코란도 투리스모 2.2 샤토 4WD 9인승,39러0253,1080,2016,201609,흰색,143285
[현대] 아반떼AD 1.6 GDi 모던,310가7314,1090,2018,201711,회색,108195
[현대] 포터II CRDi 슈퍼캡 초장축 하이슈퍼,85서9390,820,2016,201510,흰색,198259
[KG모빌리티(쌍용)] 렉스턴 스포츠 2.2 4WD 프레스티지 스페셜,807오3758,2099,2020,201912,회색,31164
[KG모빌리티(쌍용)] 티볼리 아머 1.6 디젤 VX,113오8785,880,2018,201808,흰색,139710
[기아] 올 뉴K7 3.0 LPI 렌터카 럭셔리,244보8407,1190,2018,201811,검정,138633
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 2.2 4WD 프레스티지,88러3518,2099,2021,202107,빨강(주홍),74484
[기아] 신형 카니발(KA4) 하이리무진 7인승 디젤 시그니처,207저9353,4659,2023,202312,검정,68799
[현대] 더 뉴싼타페 디젤 2.2 AWD 프레스티지,270라8559,1899,2021,202104,회색,246550
[현대] 디 올뉴코나 1.6 가솔린 터보 2WD 프리미엄,199어3227,2350,2023,202303,회색,48242
[기아] 더 뉴레이 밴 특판용,182버1314,690,2019,201904,회색,104832
[현대] 디 올뉴팰리세이드 하이브리드 2.5 HEV 2WD 캘리그래피,389소9554,6050,2026,202509,회색,8456
[기아] 올 뉴카니발 9인승 디젤 프레스티지,23소0747,1080,2016,201603,회색,59102
[현대] 아슬란 G330 프리미엄,30구8735,750,2015,201503,검정,187828
[제네시스] GV80 3.0 디젤 AWD 기본형,311마8123,6350,2021,202107,흰색,43910
[기아] 더 뉴카니발(YP) 하이리무진 7인승 디젤 VIP,314머5339,2350,2020,201912,미색,91261
[KG모빌리티(쌍용)] 뉴 티볼리 에어 1.5 가솔린 터보 A3,106고3006,1390,2021,202012,흰색,63176
[기아] 신형 카니발(KA4) 9인승 디젤 프레스티지,394더3083,1990,2021,202103,검정,115110
[기아] K8 하이브리드 HEV 노블레스,189주3581,2390,2022,202203,검정,40000
[현대] LF쏘나타 2.0 터보 익스클루시브,47머0525,940,2017,201607,검정,166520
[기아] 신형 K5 2.0 가솔린 프레스티지 MX,46루3831,760,2016,201512,검정색,173357
[기아] 레이 가솔린 터보 프레스티지,58부3660,950,2016,201504,흰색,89779
[쉐보레(대우)] 올란도 2.0 LPGi LT 세이프티 팩,17더8410,580,2015,201505,회색,156795
[기아] 셀토스 1.6 가솔린 2WD 그래비티,184마1018,2470,2023,202204,검정,73925
[현대] 캐스퍼 가솔린 1.0 터보 모던,178더4168,1590,2022,202112,빨강(주홍),26158
[제네시스] GV70 2.5T AWD 기본형,271루4142,4720,2023,202212,흰색,25874
[현대] 아이오닉 5 EV 2WD 롱레인지 익스클루시브,17부6122,2780,2022,202110,회색,66905
[현대] 아반떼(CN7) 1.6 가솔린 모던,146저3060,1390,2022,202111,흰색,128044
[기아] 올 뉴모닝(JA) 가솔린 트렌디,21루3960,770,2018,201808,빨강(주홍),96078
[현대] 제네시스DH G330 AWD 프리미엄,69도1299,630,2015,201406,검정,268728
[현대] 디 올뉴코나 하이브리드 1.6 HEV 인스퍼레이션,230버8930,3070,2023,202308,흰색,66305
[기아] 올 뉴K3 1.6 가솔린 스탠다드,152러3748,1350,2021,202101,회색,68911
[현대] 올 뉴투싼 디젤 R2.0 2WD 모던,32오8245,1150,2015,201503,은색,115763
[기아] 모닝 어반 밴 스페셜,347거8856,1250,2023,202303,흰색,30487
[현대] 베뉴 1.6 가솔린 플럭스,124라6294,2160,2023,202312,흰색,14801
[기아] 올 뉴K3 1.6 가솔린 트렌디,103버8618,1250,2019,201811,흰색,75216
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 프레스티지,224보6235,3648,2024,202401,회색,43311
[제네시스] GV80 2.5 가솔린 AWD 기본형,106소2322,5130,2021,202110,"파랑(남색,곤색)",54371
[기아] 더 뉴기아 레이 1.0 가솔린 시그니처,191조7604,1590,2023,202210,미색,41960
[기아] 신형 K5 1.7 디젤 노블레스 스페셜 MX,17모0624,1100,2016,201603,미색,120847
[현대] 쏘나타(DN8) G2.0 프리미엄,140도4628,1850,2021,202104,흰색,68248
[현대] 신형에쿠스 VS380 프리미엄,42조4905,1250,2015,201501,검정,131609
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 캘리그래피,212가5945,4070,2024,202312,흰색,38594
[KG모빌리티(쌍용)] 코란도 투리스모 2.2 4WD 9인승 TX 플러스,52누1430,290,2018,201707,흰색,294381
[현대] 스타리아 2.2 디젤 투어러 9인승 4WD 모던,177우6203,3140,2024,202402,회색,123351
[현대] 더 뉴그랜저IG 가솔린 2.5 르블랑,314버9677,2850,2023,202205,흰색,52710
[기아] 신형쏘렌토 하이브리드(MQ4) 1.6 HEV 4WD 그래비티,234가8967,3660,2021,202009,미색,67796
[KG모빌리티(쌍용)] 더 뉴렉스턴 스포츠 2.2 4WD 프레스티지,841가2572,1690,2021,202104,회색,86293
[기아] 더 뉴카니발(YP) 9인승 디젤 럭셔리,132나4396,1300,2019,201811,검정,119853
[현대] 그랜저HG HG 240 모던,24구7610,870,2015,201503,검정,122745
[기아] 더 K9(RJ) 3.8 GDI AWD 플래티넘Ⅲ,292오7096,2250,2020,201910,검정,123899
[제네시스] G80 3.3 GDi 프리미엄 럭셔리,336보6819,1630,2017,201706,검정색,159000
[기아] K8 2.5 GDI 노블레스,389노7249,9999,2023,202207,회색,81924
[현대] 더 뉴그랜저IG 가솔린 2.5 프리미엄,238마8934,2376,2021,202103,회색,33260
[기아] 셀토스 1.6 가솔린 2WD 시그니처,171가5850,1890,2021,202008,미색,86267
[기아] EV6 롱 레인지 2WD 에어,17부6086,3250,2022,202207,미색,41155
[현대] 아반떼AD 1.6 GDi 스마트,41라1032,870,2017,201701,흰색,132165
[기아] 모닝 어반 1.0 가솔린 시그니처 엣지-업,352루3332,1350,2021,202106,노랑,61802
[제네시스] 신형 G90 3.5 터보 AWD 기본형,204조3526,6700,2023,202212,흰색,35594
[제네시스] 더 올뉴G80 가솔린 3.5 AWD 기본형,213다9923,4500,2023,202211,검정,87198
[기아] 더 뉴카니발(YP) 9인승 디젤 프레스티지,153거1685,1600,2019,201902,검정,105184
[기아] 더 뉴카니발(YP) 9인승 디젤 프레스티지,37저5906,1430,2019,201808,검정,141459
[기아] 올 뉴카니발 9인승 디젤 프레스티지,24누9576,1150,2015,201407,미색,123007
[현대] LF쏘나타 뉴라이즈 2.0 CVVL 스타일,388마8135,880,2018,201709,흰색,178408
[기아] 더 뉴기아 레이 1.0 가솔린 시그니처,222노2097,1760,2023,202308,흰색,16175
[기아] 더 뉴쏘렌토 디젤 R2.2 2WD 프레스티지 No.1 에디션,165도1512,1760,2018,201803,회색,95996
[현대] 올 뉴투싼 디젤 R2.0 2WD 모던스페셜,58머0803,1620,2017,201606,흰색,70974
[쉐보레(대우)] 더 뉴스파크 프리미어,14거5689,1080,2019,201902,흰색,28745
[현대] 더 뉴아반떼AD 1.6 가솔린 스마트 초이스,140도4629,1430,2020,201912,회색,87226
[기아] 올 뉴카니발 9인승 디젤 프레스티지,14어6277,950,2015,201410,미색,143881
[현대] 그랜드스타렉스 5인승 디젤 밴 스마트,83우9587,790,2016,201511,회색,119051
[기아] 레이 가솔린 프레스티지,51저0439,970,2016,201601,미색,84855
[현대] 그랜드스타렉스 12인승 디젤 모던,73수5423,820,2017,201604,흰색,88673
[기아] 신형 카니발(KA4) 9인승 디젤 프레스티지,376마8160,2690,2022,202112,미색,48017
[기아] 모하비 더 마스터 3.0 디젤 4WD 마스터즈,307러5290,3380,2021,202008,회색,84915
[기아] 올 뉴K7 3.0 LPI 렌터카 럭셔리,156라3743,1550,2019,201906,검정,67637
[현대] 캐스퍼 가솔린 1.0 스마트,314버9675,1280,2023,202210,흰색,32933
[기아] EV6 롱 레인지 2WD 에어,17부6286,2390,2022,202201,미색,184120
[기아] 올 뉴모닝(JA) 가솔린 럭셔리,344저4360,1050,2020,202004,회색,39750
[제네시스] G90 3.8 AWD 프리미엄 럭셔리,106보6734,3150,2020,202003,검정,184582
[현대] 더 뉴그랜저IG 하이브리드 2.4 HEV 르블랑,192오9344,2670,2022,202205,검정,99176
[기아] 신형쏘렌토(MQ4) 2.2 디젤 2WD 시그니처,174두1479,2950,2021,202009,미색,107200
[현대] 포터II CRDi 슈퍼캡 초장축 스마트,819무2822,1399,2018,201709,흰색,48573
[기아] 더 뉴레이 1.0 가솔린 프레스티지,338모8403,1260,2021,202102,쥐색,70771
[기아] 신형쏘렌토(MQ4) 2.2 디젤 2WD 노블레스,215가3824,2550,2021,202101,미색,85617
[현대] 더 뉴그랜저IG 하이브리드 2.4 HEV 프리미엄 초이스,106호2645,2770,2021,202102,회색,40589
[제네시스] GV70 2.2 디젤 2WD 기본형,173더5057,4300,2021,202202,흰색,32443
[현대] 포터II VGT 더블캡 초장축 스마트,809무3395,1520,2023,202301,흰색,21000
[KG모빌리티(쌍용)] 뉴 스타일 코란도 C 2.2 2WD RX 고급형,01노4367,390,2018,201803,미색,244550
[기아] 신형 스포티지 1.7 2WD 노블레스,03가8247,1090,2018,201712,미색,94151
[현대] 아반떼AD 1.6 GDi 밸류 플러스,29구5279,950,2018,201704,회색,130428
[기아] 스포티지 더 볼드 2.0 가솔린 시그니처,259너1177,2130,2020,202009,검정,83965
[현대] 아이오닉 5 EV 2WD 롱레인지 프레스티지,17부6257,3290,2022,202111,회색,40281
[기아] EV6 롱 레인지 2WD 에어,17부6241,3100,2022,202111,회색,45819
[기아] 더 뉴K9(KH) 3.8 GDI VIP,132저7711,990,2015,201506,검정,209409
[기아] 모하비 더 마스터 3.0 디젤 4WD 마스터즈,334두1209,2590,2021,202104,검정,148840
[기아] 스토닉 U2 1.6 디젤 트렌디,127소4142,1150,2018,201711,검정,62248
[제네시스] GV70 2.2 디젤 2WD 기본형,377노2925,4520,2022,202112,흰색,76410
[현대] 포터II CRDi 더블캡 초장축 스마트,95모0367,1299,2019,201901,"파랑(남색,곤색)",103111
[현대] 더 뉴그랜드스타렉스 12인승 디젤 모던,74모7227,1850,2019,201809,쥐색,106314
[기아] 더 뉴K5 LPI 렌터카 럭셔리,20마5586,690,2015,201409,회색,103738
[르노(삼성)] QM6 2.0 GDe 2WD RE,36마8709,1380,2018,201801,흰색,130053
[현대] 더 뉴그랜드스타렉스 5인승 디젤 밴 모던,83모2102,1650,2019,201903,쥐색,89000
[현대] 포터II CRDi 더블캡 초장축 스타일,96주0588,899,2017,201702,"파랑(남색,곤색)",121077
[현대] 포터II CRDi 더블캡 초장축 프리미엄,95우0623,999,2018,201711,흰색,187245
[현대] 포터II CRDi 더블캡 초장축 하이슈퍼,96너8458,899,2017,201605,흰색,165388
[기아] 봉고Ⅲ화물 CRDi 킹캡 초장축,91부0158,1070,2019,201901,"파랑(남색,곤색)",169563
[현대] 포터II CRDi 슈퍼캡 초장축 스마트,93조3026,999,2018,201804,흰색,177424
[기아] 봉고Ⅲ화물 CRDi 킹캡 초장축,81러1844,1199,2018,201803,흰색,167674
[쉐보레(대우)] 올 뉴말리부 1.5 터보 LTZ,38어7595,780,2018,201809,흰색,116386
[기아] 모닝 어반 1.0 가솔린 시그니처,288수7236,1100,2021,202011,빨강(주홍),57211
[기아] 더 뉴카니발(YP) 9인승 디젤 프레스티지,274부8389,1700,2020,201911,미색,102123
[현대] i30 PD 1.4 터보 스마트,05부8252,840,2017,201703,청색,157096
[기아] 더 뉴모닝 바이퓨얼 스마트,40다0630,390,2016,201510,하늘색,193105
[제네시스] GV70 2.5T AWD 기본형,206노8558,3500,2022,202203,검정,78291
[기아] 더 뉴쏘렌토 디젤 R2.2 2WD 노블레스,09무5204,1730,2018,201802,미색,131622
[KG모빌리티(쌍용)] 렉스턴W 2.0 4WD RX7 럭셔리,67누5556,630,2015,201502,갈색(밤색),110326
[KG모빌리티(쌍용)] 토레스 1.5 GDI-T 2WD T7,336보4356,2350,2023,202208,흰색,57020
[기아] 쏘울 부스터 1.6 T-GDI 노블레스 스페셜,56노8442,1330,2019,201906,검정,127567
[르노(삼성)] XM3 1.6 GTe RE,181라7205,1450,2023,202308,흰색,65182
[기아] 더 뉴카니발(YP) 9인승 디젤 프레스티지,143거7403,1580,2020,202002,회색,140810
[기아] 모하비 더 마스터 3.0 디젤 4WD 마스터즈,276구3782,4480,2022,202208,검정색,45730
[기아] 더 뉴쏘렌토 가솔린 2.0 2WD 마스터 스페셜,105더1579,1900,2020,202001,남색,149437
[현대] 더 뉴아반떼MD 1.6 GDi 모던,22누2358,699,2015,201504,흰색,133028
[현대] 디 올뉴싼타페 하이브리드 1.6 HEV 2WD 캘리그래피,235누8290,4499,2024,202401,흰색,26199
[현대] 싼타페 더 프라임 디젤 R2.0 2WD 익스클루시브,57보6134,1050,2016,201601,회색,187398
[기아] 봉고Ⅲ화물 냉동탑차 1톤 킹캡,81두5469,1150,2018,201706,흰색,87947
[르노(삼성)] QM3 RE 시그니처 쇼콜라브라운,232루7419,770,2017,201703,청색,197268
[쉐보레(대우)] 더 넥스트 스파크 LT 플러스,67로6649,660,2017,201705,미색,71000
[기아] 신형 카니발(KA4) 9인승 디젤 프레스티지,273모8158,2330,2021,202009,미색,118236
[현대] 아반떼AD 1.6 디젤 스타일,68저0616,730,2016,201607,흰색,114181
[기아] 신형 카니발(KA4) 9인승 가솔린 시그니처,105소4155,3400,2023,202310,"파랑(남색,곤색)",23050
[기아] 신형 K5(DL3) 2.0 가솔린 노블레스,129보4695,2219,2021,202102,미색,30395
[현대] 쏘나타(DN8) L2.0 렌터카 스마트,327모6866,1650,2022,202202,흰색,109162
[현대] 쏘나타(DN8) L2.0 렌터카 스마트,327모6891,1600,2022,202202,흰색,113002
[현대] 쏘나타(DN8) L2.0 렌터카 스마트,327모6840,1650,2022,202202,흰색,108443
[기아] 더 뉴 K3 1.6 가솔린 트렌디,124모9059,1650,2023,202209,미색,92866
[기아] 신형쏘렌토(MQ4) 2.2 디젤 2WD 프레스티지,316머9611,2790,2021,202006,미색,87703
[KG모빌리티(쌍용)] 더 뉴코란도 스포츠 2.2 4WD CX7 클럽,97모0108,1100,2018,201801,회색,110837
[현대] 디 올뉴그랜저 가솔린 2.5 캘리그래피,125주1682,4050,2025,202412,검정투톤,33543
[기아] 더 뉴카니발(YP) 하이리무진 7인승 가솔린 프레지던트,07고7882,2990,2019,201905,검정,42377
[르노(삼성)] XM3 1.3 TCe RE,317노5192,1070,2020,202012,흰색,126936
[제네시스] 뉴 G80 가솔린 2.5 AWD 기본형,155오2248,5590,2025,202409,흰색,16164
[현대] 팰리세이드 2.2 디젤 AWD 프레스티지,60우5712,2890,2019,201904,갈색,99455
[현대] 더 뉴그랜저IG 가솔린 2.5 르블랑,200어6520,2450,2022,202203,검정,129897
[르노(삼성)] SM5 노바 RE,46보1093,420,2015,201503,검정,128955
[현대] 신형 투싼 1.6 디젤 2WD 모던,201나9493,1480,2019,201809,흰색,79900
[르노(삼성)] 더 뉴QM6 2.0 LPe RE,23조4366,1490,2020,201907,흰색,86424
[기아] 봉고Ⅲ화물 내장탑차 1톤 킹캡,90저0461,650,2017,201701,흰색,225093
[제네시스] G70 2.0T AWD 스포츠 패키지,260오9449,1730,2020,202006,"파랑(남색,곤색)",148105
[쉐보레(대우)] 올란도 1.6 디젤 LT 세이프티,07로7614,560,2017,201703,흰색,127911
[기아] 더 뉴카니발(YP) 리무진 7인승 가솔린 프레지던트,05조5248,1990,2019,201803,미색,71750
[제네시스] 더 올뉴G80 가솔린 3.5 AWD 기본형,140도4675,3550,2021,202012,검정,90701
[기아] 모닝 어반 1.0 가솔린 프레스티지,138구3806,1050,2021,202104,회색,60939
[쉐보레(대우)] 더 넥스트 스파크 LT 플러스,03거0172,470,2017,201611,흰색,123254
[쉐보레(대우)] 올 뉴카마로 SS 6.2 V8,267가5773,2500,2017,201610,검정,70200
[쉐보레(대우)] 더 넥스트 스파크 LT 플러스,06마4331,440,2017,201703,빨간색,130302
[현대] 신형 싼타페 R2.0 2WD 익스클루시브 스페셜,68가6160,1850,2019,201806,회색,129319
[기아] 더 뉴쏘렌토 디젤 R2.2 4WD 노블레스,58오4146,1650,2018,201801,회색,187950
[현대] 올 뉴마이티 윙바디 3.5톤,838어1743,5590,2024,202310,흰색,93642
[기아] 더 뉴봉고Ⅲ화물 1톤 4WD 더블캡 장축 GLS,83버5301,1890,2020,202011,흰색,49167
[기아] K8 하이브리드 HEV 시그니처,241마5830,3870,2024,202405,회색,20557
[현대] 더 뉴그랜저IG 가솔린 3.3 캘리그래피,176루9260,2150,2020,202009,검정,104152
[기아] 더 뉴K5 LPI 렌터카 디럭스,134모8916,330,2015,201409,회색,320164
[기아] 신형 K5(DL3) 1.6 가솔린 터보 프레스티지,156도2386,2530,2023,202210,회색,30396
[현대] 더 뉴 i40 살룬 2.0 GDI PYL,10누0476,1180,2016,201604,흰색,43116
[현대] 팰리세이드 2.2 디젤 AWD 익스클루시브,248우8506,3360,2021,202106,흰색,24539
[기아] 더 뉴쏘렌토 디젤 R2.2 2WD 마스터,39노7663,2180,2020,201906,진청색,87629
[르노(삼성)] QM3 RE 시그니처 쇼콜라브라운,59로9023,650,2015,201502,주황색,114500
[기아] 더 뉴레이 밴 프레스티지,135더3195,894,2022,202111,흰색,54956
[KG모빌리티(쌍용)] 베리 뉴 티볼리 1.5 가솔린 2WD V3,331두6746,1650,2022,202111,"파랑(남색,곤색)",21030
[르노(삼성)] 더 뉴QM6 2.0 LPe LE,29가1892,16500,2020,201908,흰색,44635
[현대] 더 뉴아반떼AD 1.6 가솔린 스타일,201수5209,1350,2019,201903,흰색,75410
[현대] 더 뉴아반떼AD 1.6 가솔린 스타일,201수5213,1290,2019,201903,흰색,87533
[현대] 아반떼(CN7) 1.6 가솔린 모던,215두9663,1299,2021,202006,검정색,72469
[기아] 올 뉴카니발 하이리무진 디젤 9인 프레스티지,43저4789,1350,2016,201506,미색,182929
[현대] 아반떼AD 1.6 GDi 스마트,24마0945,970,2016,201509,흰색,82878
[기아] 더 뉴레이 밴 스탠다드,140도4694,690,2021,202106,흰색,56843
[현대] 코나 일렉트릭 EV 프리미엄,59저5205,1740,2019,201810,흰색,107530
[현대] 더 뉴그랜드스타렉스 11인승 디젤 4WD 모던,77모0299,2100,2018,201802,회색,68218
