brand,model_name,trim_name,major_category,size_score,model_year,vehicle_age_years,color,mileage_km,price_manwon,price_manwon_log1p
hyundai,쏘나타 DN8,프리미엄 패밀리,sedan,32.51928,2020,6.25,검정,119553.0,1630,7.396949
kia,올 뉴 카니발,프레지던트,van,73.770492,2016,10.0,검정,194500.0,1550,7.346655
renault,QM6,RE,suv,57.792208,2017,8.83,흰색,183039.0,880,6.781058
hyundai,더 뉴 그랜저 하이브리드,르블랑,sedan,76.928021,2023,3.33,검정,95356.0,2870,7.962416
renault,QM6,RE 시그니처,suv,57.792208,2019,7.67,검정,96069.0,1290,7.163172
hyundai,제네시스 DH,프리미엄,sedan,89.010283,2015,11.0,회색,113238.0,1180,7.074117
kia,더 K9,플래티넘Ⅲ,sedan,95.437018,2020,6.08,검정,142490.0,2400,7.783641
chevrolet,트랙스 크로스오버,LT,suv,21.428571,2024,1.75,회색,6010.0,2150,7.673688
kia,더 뉴 카니발,프레스티지,van,55.191257,2019,7.25,검정,96047.0,1799,7.495542
hyundai,더 뉴 투싼,인스퍼레이션,suv,51.803752,2023,2.17,흰색,14307.0,3120,8.045909
hyundai,더 뉴 아반떼 [CN7],인스퍼레이션,sedan,13.367609,2024,2.67,흰색,22319.0,2460,7.808323
kia,더 뉴 봉고3,초장축 GL,truck,23.780488,2022,4.67,흰색,43506.0,1650,7.409136
kia,더 K9,플래티넘Ⅱ,sedan,95.437018,2019,7.67,검정색,172556.0,2250,7.71913
kia,디 올 뉴 스포티지,노블레스,suv,53.391053,2022,4.5,회색,115301.0,2330,7.754053
hyundai,더 뉴 제네시스 쿠페,D,coupe_convertible,59.090909,2017,9.08,"파랑(남색,곤색)",89631.0,1099,7.003065
kia,봉고3,더블캡,truck,26.829268,2018,8.17,흰색,195602.0,899,6.802395
kia,K3,디럭스,sedan,5.462725,2015,10.75,미색,162400.0,470,6.154858
kia,올 뉴 쏘렌토,노블레스,suv,66.305916,2016,10.0,회색,108011.0,1550,7.346655
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2021,5.17,회색,128381.0,3800,8.243019
kia,더 뉴 니로,프레스티지,suv,13.131313,2021,5.17,"파랑(남색,곤색)",92589.0,1830,7.512618
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2018,7.67,흰색,157334.0,890,6.792344
kia,뉴모닝,LX 고급형,hatchback,2.331606,2016,10.92,미색,132780.0,550,6.311735
hyundai,아반떼AD,스마트,sedan,8.033419,2016,10.17,"파랑(남색,곤색)",104107.0,950,6.857514
hyundai,더 뉴 투싼,모던,suv,51.803752,2023,3.25,회색,28437.0,2370,7.771067
kia,디 올 뉴 스포티지,프레스티지,suv,53.391053,2023,3.25,,,2650,7.882692
kia,스팅어,GT,sedan,23.77892,2018,8.67,검정색,133458.0,1890,7.544861
kia,더 뉴 레이,프레스티지,van,3.005464,2021,5.33,검정,116258.0,980,6.888572
kia,쏘렌토 4세대,노블레스,suv,75.901876,2023,3.17,검정,38237.0,3390,8.12888
kia,카니발 4세대,시그니처,van,92.896175,2021,5.25,검정,10078.0,2830,7.948385
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2020,5.92,흰색,86136.0,2350,7.762596
hyundai,디 올 뉴 싼타페,캘리그래피,suv,85.209235,2024,2.17,검정,10000.0,4480,8.407602
kia,더 뉴 레이,프레스티지,van,3.005464,2021,5.0,미색,50170.0,1320,7.186144
kia,더 뉴 레이,프레스티지 베스트셀렉션,van,3.005464,2022,3.83,흰색,109402.0,1190,7.082549
kia,쏘렌토 4세대 하이브리드,프레스티지,suv,68.326118,2022,4.33,회색,43912.0,3300,8.101981
kgm,베리 뉴 티볼리,V3,suv,18.686869,2022,3.75,흰색,79163.0,1490,7.307202
hyundai,그랜드스타렉스,CVX 디럭스,van,57.650273,2015,11.17,회색,97520.0,1180,7.074117
hyundai,제네시스,럭셔리,sedan,89.33162,2018,8.75,회색,68708.0,2060,7.630947
kgm,토레스,T7,suv,62.265512,2023,2.92,초록(연두),51445.0,2190,7.692113
hyundai,디 올 뉴 싼타페 하이브리드,프레스티지,suv,82.900433,2024,2.17,흰색,22780.0,3890,8.266421
renault,SM7 노바,,sedan,82.77635,2017,9.08,회색,238464.0,550,6.311735
kia,모닝 어반,프레스티지,hatchback,22.797927,2021,5.08,흰색,48956.0,1100,7.003974
hyundai,더 뉴 아반떼AD,스마트,sedan,12.14653,2019,6.67,흰색,61587.0,1430,7.266129
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2016,9.83,회색,115000.0,570,6.347389
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.25,흰색,17192.0,4700,8.455531
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.25,흰색,16866.0,4700,8.455531
kia,더 뉴 레이,럭셔리,van,3.005464,2019,7.17,흰색,120077.0,950,6.857514
kia,올 뉴 카니발,프레스티지,van,71.038251,2015,11.67,회색,139831.0,1190,7.082549
hyundai,스타리아,인스퍼레이션,van,75.956284,2022,4.58,검정색,117563.0,3590,8.186186
kia,셀토스,시그니처,suv,25.036075,2022,4.33,미색,81923.0,1990,7.596392
kia,더 뉴 셀토스,프레스티지,suv,24.314574,2023,3.42,미색,91083.0,2199,7.696213
hyundai,올 뉴 아반떼 [CN7],스마트,sedan,11.568123,2021,4.5,흰색,86168.0,1580,7.365813
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,8.83,회색,94746.0,550,6.311735
kia,K5,노블레스,sedan,27.377892,2020,6.08,회색,113953.0,1990,7.596392
kgm,렉스턴 스포츠,어드벤처,truck,59.146341,2019,7.67,회색,155213.0,1290,7.163172
kgm,코란도 투리스모,샤토 9인승,van,62.568306,2016,9.5,흰색,143285.0,1080,6.985642
hyundai,아반떼AD,모던,sedan,6.233933,2018,8.33,회색,108195.0,1090,6.99485
kgm,렉스턴 스포츠,프레스티지 스페셜,truck,51.219512,2020,6.25,회색,31164.0,2099,7.649693
kgm,티볼리 아머,VX,suv,15.800866,2018,7.58,흰색,139710.0,880,6.781058
kia,올 뉴 K7,럭셔리,sedan,77.634961,2018,7.33,검정,138633.0,1190,7.082549
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2021,4.67,빨강(주홍),74484.0,2099,7.649693
kia,카니발 4세대,시그니처,van,92.896175,2023,2.25,검정,68799.0,4659,8.446771
kia,더 프레스티지 K7,프레스티지,sedan,73.393316,2021,4.92,회색,246550.0,1899,7.549609
hyundai,디 올 뉴 코나,프리미엄,suv,22.943723,2023,3.0,회색,48242.0,2350,7.762596
kia,레이,,hatchback,53.367876,2019,6.92,회색,104832.0,690,6.53814
hyundai,디 올 뉴 팰리세이드,캘리그래피,suv,98.989899,2026,0.5,회색,8456.0,6050,8.707979
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,10.0,회색,59102.0,1080,6.985642
hyundai,아슬란,G330 프리미엄,sedan,76.478149,2015,11.0,검정,187828.0,750,6.621406
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2021,4.67,흰색,43910.0,6350,8.756368
kia,더 뉴 카니발,VIP,van,41.803279,2020,6.25,미색,91261.0,2350,7.762596
kgm,티볼리 에어,A3,suv,29.79798,2021,5.25,흰색,63176.0,1390,7.237778
kia,카니발 4세대,프레스티지,van,44.808743,2021,5.0,검정,115110.0,1990,7.596392
kia,K8 하이브리드,노블레스,sedan,62.724936,2022,4.0,검정,40000.0,2390,7.779467
hyundai,LF쏘나타,익스클루시브,sedan,56.041131,2017,9.67,검정,166520.0,940,6.846943
kia,K5,프레스티지,sedan,27.377892,2016,10.25,검정색,173357.0,760,6.634633
kia,레이,프레스티지,hatchback,53.367876,2016,10.92,흰색,89779.0,950,6.857514
chevrolet,올란도,LT 세이프티팩,van,20.491803,2015,10.83,회색,156795.0,580,6.364751
kia,셀토스,그래비티,suv,25.036075,2023,3.92,검정,73925.0,2470,7.812378
hyundai,캐스퍼,모던,suv,0.721501,2022,4.25,빨강(주홍),26158.0,1590,7.372118
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.25,흰색,25874.0,4720,8.459776
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,2022,4.33,흰색,128044.0,1390,7.237778
kia,올 뉴 모닝 [JA],트렌디,hatchback,22.797927,2018,7.58,빨강(주홍),96078.0,770,6.647688
hyundai,제네시스 DH,프리미엄,sedan,89.010283,2015,11.75,검정,268728.0,630,6.447306
hyundai,디 올 뉴 코나 하이브리드,인스퍼레이션,suv,24.603175,2023,2.58,흰색,66305.0,3070,8.029759
hyundai,올 뉴 투싼,모던,suv,37.950938,2015,11.0,은색,115763.0,1150,7.048386
kia,모닝 어반,스페셜,hatchback,22.797927,2023,3.0,흰색,30487.0,1250,7.131699
hyundai,베뉴,플럭스,suv,2.741703,2023,2.25,흰색,14801.0,2160,7.678326
kia,올 뉴 K3,트렌디,sedan,14.203085,2019,7.33,흰색,75216.0,1250,7.131699
hyundai,디 올 뉴 싼타페 하이브리드,프레스티지,suv,82.900433,2024,2.17,회색,43311.0,3648,8.202208
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,4.42,"파랑(남색,곤색)",54371.0,5130,8.543056
kia,더 뉴 기아 레이,시그니처,hatchback,53.367876,2023,3.42,미색,41960.0,1590,7.372118
kia,K5,노블레스,sedan,27.377892,2016,10.0,미색,120847.0,1100,7.003974
hyundai,쏘나타 DN8,프리미엄,sedan,32.51928,2021,4.92,흰색,68248.0,1850,7.523481
hyundai,뉴 에쿠스,VS380 프리미엄,sedan,96.979434,2015,11.17,검정,131609.0,1250,7.131699
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2024,2.25,흰색,38594.0,4070,8.311644
kgm,코란도 투리스모,TX 9인승,van,35.79235,2018,8.67,흰색,294381.0,290,5.673323
hyundai,스타리아,9인승,van,75.956284,2024,2.08,회색,123351.0,3140,8.052296
hyundai,더 뉴 그랜저,르블랑,sedan,80.141388,2023,3.83,흰색,52710.0,2850,7.955425
kia,쏘렌토 4세대 하이브리드,그래비티,suv,68.326118,2021,5.5,미색,67796.0,3660,8.205492
kgm,더 뉴 렉스턴 스포츠,프레스티지,truck,51.219512,2021,4.92,회색,86293.0,1690,7.433075
kia,더 뉴 카니발,럭셔리,van,54.098361,2019,7.33,검정,119853.0,1300,7.170888
hyundai,그랜저HG,모던,sedan,61.568123,2015,11.0,검정,122745.0,870,6.769642
kia,더 K9,플래티넘Ⅲ,sedan,95.437018,2020,6.42,검정,123899.0,2250,7.71913
kia,K8,노블레스,sedan,75.835476,2023,3.67,회색,81924.0,9999,9.21034
hyundai,그랜저IG,프리미엄,sedan,64.010283,2021,5.0,회색,33260.0,2376,7.773594
kia,셀토스,시그니처,suv,25.036075,2021,5.58,미색,86267.0,1890,7.544861
hyundai,아반떼AD,스마트,sedan,8.033419,2017,9.17,흰색,132165.0,870,6.769642
kia,모닝 어반,시그니처 엣지-업,hatchback,22.797927,2021,4.75,노랑,61802.0,1350,7.2086
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.25,흰색,35594.0,6700,8.810012
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2023,3.33,검정,87198.0,4500,8.412055
kia,더 뉴 카니발,프레스티지,van,55.191257,2019,7.08,검정,105184.0,1600,7.378384
kia,더 뉴 카니발,프레스티지,van,55.191257,2019,7.58,검정,141459.0,1430,7.266129
kia,올 뉴 카니발,프레스티지,van,71.038251,2015,11.67,미색,123007.0,1150,7.048386
hyundai,LF쏘나타,스타일,sedan,57.647815,2018,8.5,흰색,178408.0,880,6.781058
kia,더 뉴 기아 레이,시그니처,hatchback,53.367876,2023,2.58,흰색,16175.0,1760,7.473637
kia,더 뉴 쏘렌토,No.1 에디션,suv,70.995671,2018,8.0,회색,95996.0,1760,7.473637
hyundai,올 뉴 투싼,모던,suv,37.950938,2017,9.75,흰색,70974.0,1620,7.390799
chevrolet,더 뉴 스파크,프리미어,hatchback,35.233161,2019,7.08,흰색,28745.0,1080,6.985642
hyundai,더 뉴 아반떼AD,스마트 초이스,sedan,12.532134,2020,6.25,회색,87226.0,1430,7.266129
kia,올 뉴 카니발,프레스티지,van,71.038251,2015,11.42,미색,143881.0,950,6.857514
hyundai,그랜드스타렉스,스마트,van,60.10929,2016,10.33,회색,119051.0,790,6.673298
kia,레이,프레스티지,hatchback,53.367876,2016,10.17,미색,84855.0,970,6.878326
hyundai,그랜드스타렉스,모던,van,60.10929,2017,9.92,흰색,88673.0,820,6.710523
kia,카니발 4세대,프레스티지,van,44.808743,2022,4.25,미색,48017.0,2690,7.897668
kia,모하비 더 마스터,마스터즈,suv,89.177489,2021,5.58,회색,84915.0,3380,8.125927
kia,올 뉴 K7,럭셔리,sedan,77.634961,2019,6.75,검정,67637.0,1550,7.346655
hyundai,캐스퍼,스마트,suv,0.721501,2023,3.42,흰색,32933.0,1280,7.155396
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2020,5.92,회색,39750.0,1050,6.957497
hyundai,더 뉴 그랜저 하이브리드,르블랑,sedan,76.928021,2022,3.83,검정,99176.0,2670,7.890208
kia,쏘렌토 4세대,시그니처,suv,75.901876,2021,5.5,미색,107200.0,2950,7.989899
kia,더 뉴 레이,프레스티지,van,3.005464,2021,5.08,쥐색,70771.0,1260,7.13966
kia,쏘렌토 4세대,노블레스,suv,75.901876,2021,5.17,미색,85617.0,2550,7.844241
hyundai,더 뉴 그랜저 하이브리드,프리미엄 초이스,sedan,80.912596,2021,5.08,회색,40589.0,2770,7.926964
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2021,4.08,흰색,32443.0,4300,8.366603
kgm,뉴 스타일 코란도 C,RX 고급형,suv,44.372294,2018,8.0,미색,244550.0,390,5.968708
kia,스포티지 더 볼드,노블레스,suv,42.063492,2018,8.25,미색,94151.0,1090,6.99485
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2018,8.92,회색,130428.0,950,6.857514
kia,스포티지 더 볼드,시그니처,suv,42.063492,2020,5.5,검정,83965.0,2130,7.664347
kia,K9,VIP,sedan,91.51671,2015,10.75,검정,209409.0,990,6.898715
kia,모하비 더 마스터,마스터즈,suv,89.177489,2021,4.92,검정,148840.0,2590,7.859799
kia,스토닉,트렌디,suv,1.948052,2018,8.33,검정,62248.0,1150,7.048386
hyundai,제네시스,프리미엄 스페셜 다이나믹 에디션,sedan,88.431877,2022,4.25,흰색,76410.0,4520,8.416488
hyundai,더 뉴 그랜드스타렉스,모던,van,64.754098,2019,7.5,쥐색,106314.0,1850,7.523481
kia,더 뉴 K5,럭셔리,sedan,28.984576,2015,11.5,회색,103738.0,690,6.53814
renault,QM6,RE,suv,57.792208,2018,8.17,흰색,130053.0,1380,7.230563
hyundai,더 뉴 그랜드스타렉스,모던,van,64.754098,2019,7.0,쥐색,89000.0,1650,7.409136
chevrolet,올 뉴 말리부,LTZ,sedan,51.863753,2018,7.5,흰색,116386.0,780,6.660575
kia,모닝 어반,시그니처,hatchback,22.797927,2021,5.33,빨강(주홍),57211.0,1100,7.003974
kia,더 뉴 카니발,프레스티지,van,55.191257,2020,6.33,미색,102123.0,1700,7.438972
hyundai,i30 PD,스마트,hatchback,75.388601,2017,9.0,청색,157096.0,840,6.734592
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.0,검정,78291.0,3500,8.160804
kia,더 뉴 쏘렌토,노블레스,suv,67.676768,2018,8.08,미색,131622.0,1730,7.456455
kgm,렉스턴W,RX7 럭셔리,suv,86.219336,2015,11.08,갈색(밤색),110326.0,630,6.447306
kgm,토레스,T7,suv,62.265512,2023,3.58,흰색,57020.0,2350,7.762596
kia,쏘울 부스터,노블레스 스페셜,suv,16.305916,2019,6.75,검정,127567.0,1330,7.193686
renault,XM3,RE,suv,27.200577,2023,2.58,흰색,65182.0,1450,7.280008
kia,더 뉴 카니발,프레스티지,van,55.191257,2020,6.08,회색,140810.0,1580,7.365813
kia,모하비 더 마스터,마스터즈,suv,89.177489,2022,3.58,검정색,45730.0,4480,8.407602
kia,더 뉴 쏘렌토,마스터 스페셜,suv,67.676768,2020,6.17,남색,149437.0,1900,7.550135
hyundai,아반떼MD,M16 모던,sedan,3.984576,2015,10.92,흰색,133028.0,699,6.55108
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2024,2.17,흰색,26199.0,4499,8.411833
hyundai,싼타페 더 프라임,익스클루시브,suv,60.38961,2016,10.17,회색,187398.0,1050,6.957497
kia,봉고3,탑,truck,47.560976,2018,8.75,흰색,87947.0,1150,7.048386
renault,QM3,RE 시그니처 쇼콜라 브라운,suv,3.751804,2017,9.0,청색,197268.0,770,6.647688
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,8.83,미색,71000.0,660,6.493754
kia,카니발 4세대,프레스티지,van,44.808743,2021,5.5,미색,118236.0,2330,7.754053
hyundai,아반떼AD,스타일,sedan,6.233933,2016,9.67,흰색,114181.0,730,6.594413
kia,카니발 4세대,시그니처,van,92.896175,2023,2.42,"파랑(남색,곤색)",23050.0,3400,8.131825
kia,K5,노블레스,sedan,27.377892,2021,5.08,미색,30395.0,2219,7.705262
hyundai,쏘나타 DN8,스마트,sedan,32.51928,2022,4.08,흰색,109162.0,1650,7.409136
hyundai,쏘나타 DN8,스마트,sedan,32.51928,2022,4.08,흰색,113002.0,1600,7.378384
hyundai,쏘나타 DN8,스마트,sedan,32.51928,2022,4.08,흰색,108443.0,1650,7.409136
kia,더 뉴 K3,트렌디,sedan,4.691517,2023,3.5,미색,92866.0,1650,7.409136
kia,쏘렌토 4세대,프레스티지,suv,75.901876,2021,5.75,미색,87703.0,2790,7.934155
kgm,더 뉴 코란도 스포츠,CX7 클럽,truck,42.073171,2018,8.17,회색,110837.0,1100,7.003974
hyundai,디 올 뉴 그랜저,캘리그래피,sedan,84.511568,2025,1.25,검정투톤,33543.0,4050,8.306719
kia,더 뉴 카니발,프레지던트,van,72.677596,2019,6.83,검정,42377.0,2990,8.003363
renault,XM3,RE,suv,27.200577,2020,5.25,흰색,126936.0,1070,6.976348
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2025,1.5,흰색,16164.0,5590,8.628913
hyundai,팰리세이드,프레스티지,suv,90.11544,2019,6.92,갈색,99455.0,2890,7.969358
hyundai,더 뉴 그랜저,르블랑,sedan,80.141388,2022,4.0,검정,129897.0,2450,7.804251
renault,SM5 노바,RE,sedan,67.159383,2015,11.0,검정,128955.0,420,6.042633
hyundai,올 뉴 투싼,모던,suv,37.950938,2019,7.5,흰색,79900.0,1480,7.300473
renault,더 뉴 QM6,RE,suv,56.709957,2020,6.67,흰색,86424.0,1490,7.307202
hyundai,제네시스,프레스티지,sedan,89.845758,2020,5.75,"파랑(남색,곤색)",148105.0,1730,7.456455
chevrolet,올란도,LT 세이프티,van,20.491803,2017,9.0,흰색,127911.0,560,6.329721
kia,더 뉴 카니발,프레지던트,van,72.677596,2019,8.0,미색,71750.0,1990,7.596392
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2021,5.25,검정,90701.0,3550,8.174985
kia,모닝 어반,프레스티지,hatchback,22.797927,2021,4.92,회색,60939.0,1050,6.957497
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,9.33,흰색,123254.0,470,6.154858
chevrolet,올 뉴 카마로 SS,,coupe_convertible,89.393939,2017,9.42,검정,70200.0,2500,7.824446
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2017,9.0,빨간색,130302.0,440,6.089045
hyundai,싼타페DM,익스클루시브 스페셜,suv,59.307359,2019,7.75,회색,129319.0,1850,7.523481
kia,더 뉴 쏘렌토,노블레스,suv,67.676768,2018,8.17,회색,187950.0,1650,7.409136
kia,K8 하이브리드,시그니처,sedan,62.724936,2024,1.83,회색,20557.0,3870,8.261268
hyundai,더 뉴 그랜저,캘리그래피,sedan,80.141388,2020,5.5,검정,104152.0,2150,7.673688
kia,더 뉴 K5,디럭스,sedan,28.984576,2015,11.5,회색,320164.0,330,5.802118
kia,K5,프레스티지,sedan,27.377892,2023,3.42,회색,30396.0,2530,7.83637
hyundai,더 뉴 i40 살룬,PYL,sedan,25.96401,2016,9.92,흰색,43116.0,1180,7.074117
hyundai,팰리세이드,익스클루시브,suv,90.11544,2021,4.75,흰색,24539.0,3360,8.119994
renault,마스터,S,van,89.89071,2020,6.75,진청색,87629.0,2180,7.687539
renault,QM3,RE 시그니처 쇼콜라 브라운,suv,3.751804,2015,11.08,주황색,114500.0,650,6.47851
kia,더 뉴 레이,프레스티지,van,3.005464,2022,4.33,흰색,54956.0,894,6.796824
kgm,베리 뉴 티볼리,V3,suv,18.686869,2022,4.33,"파랑(남색,곤색)",21030.0,1650,7.409136
renault,더 뉴 QM6,LE,suv,57.215007,2020,6.58,흰색,44635.0,16500,9.711176
hyundai,더 뉴 아반떼AD,스타일,sedan,12.14653,2019,7.0,흰색,75410.0,1350,7.2086
hyundai,더 뉴 아반떼AD,스타일,sedan,12.14653,2019,7.0,흰색,87533.0,1290,7.163172
hyundai,올 뉴 아반떼 [CN7],모던,sedan,11.568123,2021,5.75,검정색,72469.0,1299,7.17012
kia,올 뉴 카니발,프레스티지,van,71.038251,2016,10.75,미색,182929.0,1350,7.2086
hyundai,아반떼AD,스마트,sedan,8.033419,2016,10.5,흰색,82878.0,970,6.878326
kia,더 뉴 기아 레이,스탠다드,hatchback,53.367876,2021,4.75,흰색,56843.0,690,6.53814
hyundai,더 뉴 그랜드스타렉스,4WD,van,60.10929,2018,8.08,회색,68218.0,2100,7.650169
hyundai,더 뉴 그랜드스타렉스,프리미엄,van,68.032787,2019,7.5,회색,157872.0,1890,7.544861
kia,더 뉴 K7,프레스티지,sedan,73.650386,2016,10.08,회색,121263.0,640,6.463029
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,4.33,회색,56357.0,4330,8.373554
renault,SM5 노바,SE,sedan,67.159383,2015,10.5,흰색,138976.0,540,6.293419
hyundai,디 올 뉴 코나,모던,suv,22.366522,2025,1.92,흰색,41309.0,2350,7.762596
kgm,토레스,T7,suv,62.265512,2024,2.67,흰색,78786.0,2390,7.779467
chevrolet,트랙스 크로스오버,액티브,suv,21.428571,2024,2.83,흰색,72711.0,2040,7.621195
hyundai,제네시스 DH,프리미엄,sedan,89.010283,2016,10.17,회색,62155.0,1870,7.534228
hyundai,LF쏘나타 하이브리드,모던,sedan,57.647815,2015,10.75,검정,197688.0,690,6.53814
hyundai,디 올 뉴 팰리세이드,캘리그래피,suv,98.989899,2026,0.67,흰색,3470.0,5690,8.646641
chevrolet,더 넥스트 스파크,LT 플러스,hatchback,7.253886,2018,8.0,회색,126624.0,520,6.25575
hyundai,쏘나타 DN8,프리미엄,sedan,32.51928,2020,6.17,회색,81198.0,1550,7.346655
chevrolet,더 뉴 트랙스,LT 코어,suv,23.593074,2019,7.58,흰색,140156.0,720,6.580639
hyundai,디 올 뉴 싼타페 하이브리드,캘리그래피,suv,84.487734,2023,2.25,흰색,10190.0,4199,8.34284
kia,더 뉴 카니발,프레스티지,van,55.191257,2020,6.17,검정색,79284.0,1970,7.586296
hyundai,싼타페DM,프리미엄,suv,59.307359,2015,12.08,남색투톤,119896.0,1150,7.048386
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2018,7.25,회색,92088.0,780,6.660575
kia,스팅어,GT,sedan,23.77892,2018,8.58,미색,117918.0,1990,7.596392
kia,K5,프레스티지,sedan,27.377892,2023,3.58,회색,63653.0,2094,7.647309
hyundai,팰리세이드,프레스티지,suv,90.11544,2019,7.17,회색,70494.0,2450,7.804251
hyundai,제네시스,로얄 VIP 팩,sedan,89.33162,2022,3.67,흰색,17547.0,4750,8.46611
kgm,더 뉴 렉스턴 스포츠 칸,프레스티지,truck,85.365854,2022,4.08,초록(연두),87252.0,2230,7.710205
hyundai,팰리세이드,프레스티지,suv,90.11544,2022,4.83,회색,39180.0,3680,8.21094
hyundai,LF쏘나타,모던,sedan,57.647815,2018,8.17,검정,149589.0,1230,7.115582
hyundai,올 뉴 투싼,모던,suv,37.950938,2017,9.25,흰색,167548.0,990,6.898715
kia,K8 하이브리드,노블레스 라이트,sedan,62.724936,2022,4.33,미색,74981.0,2650,7.882692
kia,올 뉴 카니발,프레스티지,van,71.038251,2018,8.67,미색,94500.0,1720,7.450661
chevrolet,트랙스,프리미엄 에디션,suv,20.707071,2016,9.0,흰색,162956.0,420,6.042633
kgm,토레스,T7,suv,62.265512,2023,3.42,빨강(주홍),59354.0,2190,7.692113
kgm,올 뉴 렉스턴,프레스티지,suv,93.145743,2021,4.58,,,2850,7.955425
kia,카니발 4세대,시그니처,van,92.896175,2021,4.92,회색,110997.0,2750,7.91972
kia,올 뉴 카니발,프레스티지,van,71.038251,2017,9.08,검정색,189763.0,1050,6.957497
hyundai,싼타페 더 프라임,익스클루시브,suv,60.38961,2016,9.67,회색,102780.0,1380,7.230563
hyundai,벨로스터,D 스펙,hatchback,71.502591,2015,11.75,회색,151427.0,550,6.311735
kia,더 뉴 니로,프레스티지,suv,13.131313,2020,6.08,미색,134614.0,1580,7.365813
hyundai,그랜저IG,익스클루시브,sedan,72.043702,2022,4.33,흰색,82236.0,2850,7.955425
kia,더 뉴 카니발,프레스티지,van,55.191257,2019,7.5,미색,197686.0,1200,7.09091
hyundai,더 뉴 벨로스터,PYL DCT,hatchback,63.73057,2016,10.17,흰색,127002.0,850,6.746412
hyundai,그랜저HG,프리미엄,sedan,70.308483,2016,10.42,검정,290749.0,500,6.216606
kia,올 뉴 모닝 [JA],프레스티지,hatchback,22.797927,2017,8.67,미색,17086.0,1110,7.013016
chevrolet,스파크,LT,hatchback,40.414508,2015,10.83,회색,61535.0,380,5.942799
hyundai,캐스퍼,디 에센셜,suv,0.721501,2024,2.58,초록(연두),59550.0,1430,7.266129
kia,스팅어,마스터즈,sedan,23.77892,2018,8.67,회색,92095.0,1530,7.333676
hyundai,그랜드스타렉스,모던,van,60.10929,2017,9.25,회색,76260.0,1360,7.215975
hyundai,디 올 뉴 그랜저,프리미엄,sedan,84.511568,2023,3.0,흰색,40868.0,3299,8.101678
kia,디 올 뉴 스포티지,시그니처,suv,53.391053,2022,4.25,검정,84822.0,2150,7.673688
hyundai,그랜저IG,프리미엄,sedan,64.010283,2019,7.17,회색,127054.0,1430,7.266129
kia,스토닉,프레스티지,suv,1.948052,2018,8.33,검정,103946.0,1150,7.048386
kgm,티볼리,VX,suv,15.007215,2015,10.92,청색,107178.0,680,6.523562
hyundai,제네시스,프레스티지,sedan,89.845758,2016,9.75,검정,207400.0,1270,7.147559
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2020,6.33,미색,55830.0,1060,6.966967
hyundai,아반떼AD,밸류 플러스,sedan,8.033419,2018,7.5,흰색,127897.0,1000,6.908755
renault,SM6,SE,sedan,48.071979,2019,7.33,흰색,40633.0,1140,7.03966
renault,SM6,RE,sedan,48.071979,2016,9.58,"파랑(남색,곤색)",145563.0,650,6.47851
kia,올 뉴 K7,리미티드 에디션,sedan,72.686375,2017,9.17,검정,102658.0,1350,7.2086
renault,SM6,LE,sedan,43.573265,2019,7.25,흰색,59700.0,990,6.898715
hyundai,더 뉴 그랜저,프리미엄 초이스,sedan,80.912596,2020,5.58,회색,94630.0,1850,7.523481
hyundai,LF쏘나타,스타일,sedan,57.647815,2019,7.08,흰색,135000.0,1200,7.09091
kia,올 뉴 모닝 [JA],럭셔리,hatchback,22.797927,2018,8.08,흰색,74472.0,960,6.867974
kia,올 뉴 K7,럭셔리,sedan,77.634961,2016,9.67,검정색,132144.0,1090,6.99485
